edad,nivel_formacion,rol_tecnologico,seniority,antiguedad_meses,modalidad_trabajo,tipo_contrato,salario_mensual,cantidad_horas_extra_mes,capacitacion_ultimo_anio,evaluacion_desempeno,cantidad_empresas_anteriores,satisfaccion_laboral,satisfaccion_ambiente,equilibrio_vida_trabajo,estancamiento_carrera,feedback_lider,desercion
39,Universitario,Backend,Junior,5,Hibrido,Indefinido,7544410,13,No,4,2,4,3,2,3,4,No
36,Universitario,Backend,Lead,12,Presencial,Plazo fijo,19062118,5,Si,2,0,3,4,4,3,3,No
20,Tecnico,Fullstack,Lead,24,Remoto,Indefinido,15238826,30,No,3,4,4,3,3,3,2,No
22,Tecnico,Data,Senior,85,Remoto,Indefinido,12717354,2,Si,4,1,3,4,3,2,3,No
26,Universitario,Frontend,Semi-Senior,32,Presencial,Indefinido,7750782,5,No,4,0,3,3,1,2,4,Si
30,Universitario,Fullstack,Semi-Senior,62,Remoto,Plazo fijo,10901407,4,No,3,1,3,4,2,3,2,No
33,Posgrado,Frontend,Senior,35,Hibrido,Plazo fijo,11481809,1,No,4,4,4,3,4,3,2,No
25,Universitario,Data,Junior,22,Presencial,Indefinido,5734832,4,Si,3,3,1,4,3,2,3,Si
31,Universitario,Frontend,Semi-Senior,6,Hibrido,Plazo fijo,8818182,2,No,1,3,1,2,3,5,3,Si
25,Tecnico,Fullstack,Semi-Senior,27,Presencial,Indefinido,11367209,1,Si,3,1,4,3,4,2,1,No
26,Posgrado,DevOps,Semi-Senior,24,Remoto,Eventual,7393781,2,No,3,1,3,4,3,3,3,No
21,Universitario,Mobile,Semi-Senior,23,Remoto,Indefinido,9006260,2,No,4,3,4,3,5,1,4,No
24,Tecnico,Fullstack,Semi-Senior,17,Presencial,Plazo fijo,12261282,10,No,4,3,3,3,3,2,4,Si
21,Universitario,Backend,Semi-Senior,19,Hibrido,Indefinido,12416797,0,No,2,2,5,4,3,2,2,Si
24,Universitario,Backend,Senior,10,Remoto,Indefinido,13689290,7,Si,4,2,3,4,4,2,4,Si
36,Tecnico,Backend,Junior,18,Remoto,Indefinido,4537180,11,No,3,3,4,3,3,1,4,No
24,Universitario,Backend,Lead,6,Hibrido,Eventual,24022584,5,No,4,4,3,5,2,2,4,No
45,Universitario,Fullstack,Senior,40,Remoto,Indefinido,18546691,21,No,3,3,2,4,3,4,3,Si
32,Tecnico,Backend,Senior,5,Hibrido,Eventual,16611544,9,No,3,2,2,3,3,2,1,Si
31,Posgrado,Backend,Semi-Senior,3,Hibrido,Indefinido,10943855,11,No,4,3,4,2,2,3,3,No
24,Posgrado,Mobile,Senior,14,Remoto,Indefinido,16370015,1,Si,4,1,4,3,4,3,5,No
34,Universitario,Data,Trainee,26,Hibrido,Indefinido,3154195,12,No,3,3,3,1,3,4,4,No
26,Universitario,Mobile,Senior,14,Hibrido,Plazo fijo,15792030,14,No,3,2,2,3,1,3,4,Si
30,Universitario,Frontend,Trainee,8,Hibrido,Indefinido,3635779,3,No,4,2,5,5,2,3,3,No
45,Universitario,Frontend,Senior,20,Remoto,Eventual,13619893,1,Si,2,2,3,4,5,3,4,No
29,Universitario,Data,Lead,11,Remoto,Eventual,21702245,3,Si,3,2,4,3,3,3,4,No
36,Tecnico,Backend,Junior,65,Hibrido,Eventual,4857054,10,Si,2,6,3,3,4,4,1,No
25,Universitario,Frontend,Junior,62,Hibrido,Indefinido,7702222,4,No,4,1,2,4,4,1,4,No
29,Posgrado,Fullstack,Senior,17,Hibrido,Plazo fijo,12881986,10,No,4,1,4,5,4,3,2,No
40,Universitario,Mobile,Junior,10,Hibrido,Plazo fijo,5489924,0,Si,3,5,4,5,4,3,3,No
26,Tecnico,Mobile,Senior,33,Presencial,Indefinido,12965629,13,No,3,3,3,3,2,3,4,No
40,Universitario,Backend,Junior,1,Remoto,Plazo fijo,7328607,2,No,5,5,4,2,4,3,2,Si
34,Universitario,Frontend,Junior,16,Hibrido,Indefinido,5603248,2,No,4,2,4,5,3,2,2,No
26,Universitario,Data,Lead,10,Hibrido,Indefinido,25023293,7,Si,4,2,4,3,4,3,4,No
33,Tecnico,Backend,Semi-Senior,61,Presencial,Indefinido,11263528,0,No,3,1,2,4,4,3,2,No
35,Universitario,Mobile,Senior,1,Presencial,Indefinido,19215869,0,Si,4,2,2,2,4,2,3,No
33,Universitario,Mobile,Junior,20,Remoto,Indefinido,5529922,2,No,4,2,4,3,3,4,4,No
20,Universitario,Mobile,Semi-Senior,33,Hibrido,Indefinido,7234745,6,Si,3,2,3,2,4,4,5,No
25,Universitario,Backend,Semi-Senior,16,Presencial,Plazo fijo,10583650,19,No,3,3,2,2,2,3,1,Si
28,Posgrado,Backend,Semi-Senior,3,Hibrido,Indefinido,10798570,14,No,3,2,4,3,1,2,3,No
29,Posgrado,Fullstack,Senior,87,Hibrido,Indefinido,13363319,5,Si,3,0,2,4,2,1,4,No
33,Posgrado,QA,Semi-Senior,18,Presencial,Indefinido,8818222,0,Si,3,1,3,3,2,2,3,Si
31,Universitario,Data,Semi-Senior,23,Hibrido,Indefinido,9835148,6,No,4,2,4,5,4,3,4,No
21,Universitario,Frontend,Junior,7,Hibrido,Plazo fijo,5716383,9,No,3,7,2,4,4,2,4,No
32,Posgrado,Frontend,Senior,16,Hibrido,Indefinido,19199423,3,No,4,1,2,4,4,3,3,Si
33,Universitario,Data,Junior,14,Hibrido,Plazo fijo,5063506,0,Si,3,3,2,4,4,2,4,No
33,Secundaria,DevOps,Senior,2,Hibrido,Indefinido,18834767,2,Si,2,2,2,4,5,1,4,No
36,Tecnico,QA,Junior,3,Remoto,Plazo fijo,5015729,11,Si,4,1,3,4,3,3,4,No
35,Universitario,Backend,Semi-Senior,44,Hibrido,Indefinido,12472646,3,Si,5,3,3,1,4,3,2,Si
32,Posgrado,Fullstack,Senior,7,Hibrido,Indefinido,19251043,13,No,3,3,5,3,3,3,4,No
29,Universitario,Mobile,Junior,6,Presencial,Plazo fijo,5351112,3,Si,2,3,4,2,3,4,4,No
20,Universitario,Mobile,Trainee,17,Hibrido,Indefinido,4079593,1,Si,4,1,3,2,3,2,2,No
32,Tecnico,Fullstack,Junior,36,Remoto,Plazo fijo,7613192,4,Si,3,4,5,3,5,2,3,No
31,Universitario,Frontend,Semi-Senior,2,Presencial,Plazo fijo,7354182,4,Si,4,4,2,2,2,5,4,No
31,Posgrado,Fullstack,Senior,21,Remoto,Indefinido,16142798,0,No,4,2,4,4,4,2,2,No
22,Universitario,Backend,Trainee,4,Presencial,Indefinido,3543803,0,No,4,1,3,3,2,2,2,Si
23,Universitario,Fullstack,Senior,1,Hibrido,Indefinido,13498002,1,Si,4,3,3,2,3,3,3,Si
36,Posgrado,Data,Semi-Senior,2,Remoto,Eventual,9042532,0,Si,4,1,4,4,4,4,3,No
29,Universitario,Backend,Semi-Senior,44,Hibrido,Plazo fijo,12141185,3,Si,4,1,3,2,2,4,3,Si
34,Universitario,QA,Lead,4,Hibrido,Indefinido,17916585,26,No,4,2,3,3,3,2,4,Si
30,Universitario,Backend,Semi-Senior,2,Presencial,Indefinido,8574255,5,No,4,2,3,4,5,5,3,No
30,Universitario,Mobile,Semi-Senior,14,Remoto,Indefinido,10779404,7,Si,4,2,4,3,3,3,3,No
35,Universitario,Data,Trainee,45,Presencial,Plazo fijo,4352935,3,No,4,1,3,4,4,3,4,No
26,Universitario,Frontend,Junior,8,Remoto,Indefinido,7201160,3,No,5,1,4,4,4,2,3,No
30,Universitario,Frontend,Junior,14,Presencial,Indefinido,4789258,0,No,4,1,1,3,4,3,2,Si
27,Universitario,Fullstack,Trainee,1,Remoto,Eventual,4715818,5,No,2,5,4,3,4,5,4,Si
27,Posgrado,Frontend,Semi-Senior,15,Hibrido,Indefinido,12093878,5,Si,3,3,1,3,3,3,1,Si
28,Universitario,DevOps,Semi-Senior,21,Remoto,Indefinido,9769785,1,Si,3,2,3,3,3,5,3,Si
31,Tecnico,QA,Semi-Senior,21,Hibrido,Eventual,10514078,11,Si,3,2,4,4,4,3,3,No
27,Universitario,Fullstack,Junior,10,Remoto,Plazo fijo,6268828,5,No,4,1,1,3,3,2,2,No
37,Universitario,Backend,Junior,10,Presencial,Indefinido,7164119,3,No,4,0,3,2,3,4,3,No
24,Universitario,Fullstack,Semi-Senior,3,Presencial,Indefinido,8311147,1,No,3,4,2,3,3,2,4,Si
28,Posgrado,DevOps,Lead,11,Hibrido,Indefinido,17097951,6,Si,2,1,2,4,3,2,2,Si
27,Posgrado,Frontend,Trainee,3,Presencial,Indefinido,4366379,11,Si,4,2,2,4,2,3,2,No
38,Universitario,Fullstack,Senior,35,Presencial,Eventual,12579889,2,Si,3,3,2,3,3,2,2,Si
31,Posgrado,Mobile,Semi-Senior,82,Remoto,Indefinido,7538769,1,Si,4,1,2,3,4,4,5,No
36,Tecnico,Mobile,Semi-Senior,85,Remoto,Plazo fijo,7287555,5,No,3,1,5,3,2,4,5,No
21,Universitario,Backend,Semi-Senior,49,Hibrido,Eventual,8800830,1,Si,4,0,3,3,4,3,3,No
31,Tecnico,Mobile,Trainee,23,Remoto,Indefinido,4678792,8,Si,4,2,2,4,2,4,2,No
35,Posgrado,Frontend,Junior,29,Hibrido,Indefinido,7244454,7,No,3,1,3,3,3,2,3,Si
30,Universitario,Backend,Semi-Senior,9,Hibrido,Indefinido,7408177,0,Si,2,2,3,3,5,1,1,No
36,Tecnico,QA,Semi-Senior,24,Remoto,Eventual,12657863,0,Si,3,4,3,2,3,3,4,No
26,Universitario,DevOps,Lead,15,Remoto,Plazo fijo,18197418,7,Si,3,3,2,4,2,2,2,Si
38,Universitario,Frontend,Semi-Senior,16,Remoto,Indefinido,11771462,2,No,3,1,2,3,4,3,2,No
43,Tecnico,Backend,Junior,35,Hibrido,Plazo fijo,7621192,0,No,4,3,4,3,4,4,4,No
27,Posgrado,Backend,Senior,8,Remoto,Indefinido,13788647,11,Si,2,1,2,4,2,2,3,No
27,Posgrado,Backend,Junior,10,Presencial,Eventual,6530594,3,No,3,0,1,1,2,5,4,No
38,Universitario,Backend,Semi-Senior,63,Presencial,Indefinido,8570497,4,Si,4,3,3,2,2,3,4,Si
39,Posgrado,Frontend,Senior,2,Presencial,Indefinido,11734158,2,No,3,2,1,4,3,2,3,Si
26,Universitario,Fullstack,Lead,16,Remoto,Eventual,17692205,7,No,3,4,2,4,3,3,3,Si
27,Posgrado,DevOps,Senior,59,Remoto,Indefinido,17159729,2,No,3,1,2,4,4,3,4,Si
28,Universitario,Mobile,Semi-Senior,23,Remoto,Indefinido,7805231,27,No,4,3,2,4,3,3,3,Si
21,Universitario,Mobile,Semi-Senior,19,Hibrido,Indefinido,8422771,9,No,3,2,3,5,3,2,4,Si
24,Tecnico,Frontend,Lead,7,Hibrido,Indefinido,21945685,1,No,2,0,4,4,2,2,1,Si
23,Posgrado,Data,Junior,11,Presencial,Indefinido,7669283,4,No,3,1,2,2,4,4,3,No
25,Universitario,QA,Trainee,46,Hibrido,Eventual,4927160,3,No,4,2,3,4,5,2,3,No
29,Tecnico,DevOps,Junior,20,Hibrido,Indefinido,5946053,6,Si,4,4,2,3,4,2,2,No
31,Secundaria,QA,Junior,18,Remoto,Indefinido,6979129,14,Si,4,0,4,3,2,3,4,Si
39,Universitario,Data,Semi-Senior,3,Hibrido,Plazo fijo,7855434,7,Si,4,0,2,2,3,4,3,Si
24,Universitario,Fullstack,Semi-Senior,1,Presencial,Indefinido,7308697,0,Si,4,2,3,3,4,2,2,No
35,Universitario,Backend,Semi-Senior,80,Presencial,Indefinido,10410960,8,No,4,3,4,2,4,4,2,No
28,Posgrado,Mobile,Trainee,12,Presencial,Plazo fijo,4618647,0,No,3,2,5,4,3,3,2,No
29,Tecnico,DevOps,Senior,23,Hibrido,Eventual,15719707,12,No,2,1,2,3,2,1,2,Si
34,Universitario,DevOps,Junior,2,Remoto,Plazo fijo,7584770,8,Si,2,3,5,2,3,3,5,No
23,Tecnico,Fullstack,Semi-Senior,28,Hibrido,Plazo fijo,11917790,2,Si,3,1,4,3,3,2,3,No
32,Posgrado,Frontend,Semi-Senior,65,Remoto,Indefinido,7072908,2,No,2,1,5,4,4,4,2,No
30,Posgrado,Backend,Semi-Senior,21,Hibrido,Eventual,8641973,12,Si,3,5,4,5,3,2,3,No
32,Universitario,Data,Junior,4,Hibrido,Indefinido,6337986,12,Si,3,1,2,2,2,2,3,No
31,Universitario,Fullstack,Junior,21,Presencial,Plazo fijo,4871087,3,No,4,1,4,3,3,4,2,No
44,Universitario,Fullstack,Senior,35,Remoto,Indefinido,15203726,2,No,3,1,3,2,3,3,3,No
26,Universitario,Backend,Lead,13,Remoto,Eventual,15842606,6,Si,4,2,3,4,1,1,5,No
26,Posgrado,Backend,Semi-Senior,51,Presencial,Plazo fijo,12732452,0,No,3,2,2,2,4,4,2,Si
26,Universitario,QA,Junior,26,Hibrido,Plazo fijo,7683471,0,No,3,2,3,4,4,4,3,No
26,Universitario,Mobile,Semi-Senior,56,Hibrido,Indefinido,10871549,1,No,3,1,4,4,3,4,1,No
26,Universitario,DevOps,Senior,24,Hibrido,Indefinido,19839023,1,No,2,1,4,4,4,2,5,No
37,Posgrado,Fullstack,Senior,4,Remoto,Plazo fijo,16635312,5,Si,4,3,4,3,4,3,4,No
38,Universitario,Mobile,Junior,9,Hibrido,Plazo fijo,7250440,38,No,5,1,2,3,1,3,3,No
26,Tecnico,Backend,Trainee,6,Hibrido,Indefinido,4433498,8,Si,3,0,1,3,4,3,2,No
25,Universitario,Mobile,Senior,58,Presencial,Eventual,14699446,0,Si,4,1,4,4,5,4,2,No
32,Posgrado,Fullstack,Semi-Senior,35,Presencial,Eventual,11223138,5,No,3,4,4,2,3,4,3,No
26,Tecnico,Fullstack,Junior,28,Presencial,Indefinido,5048723,5,No,3,1,4,4,3,2,4,No
33,Universitario,Mobile,Trainee,9,Presencial,Plazo fijo,4135788,1,No,4,1,4,3,4,1,2,No
31,Tecnico,Data,Semi-Senior,5,Remoto,Indefinido,8628661,20,No,4,0,4,3,1,4,3,No
20,Universitario,Frontend,Senior,34,Remoto,Indefinido,15773147,4,No,1,3,3,4,3,2,4,No
39,Universitario,QA,Lead,16,Presencial,Indefinido,23473958,40,No,3,3,4,2,1,3,5,Si
40,Universitario,Backend,Semi-Senior,7,Remoto,Indefinido,11209020,4,No,2,2,4,3,3,4,4,Si
26,Universitario,Fullstack,Semi-Senior,24,Presencial,Plazo fijo,8108837,7,Si,5,0,3,3,3,3,3,No
27,Universitario,Frontend,Junior,1,Hibrido,Indefinido,5445032,0,Si,3,0,3,3,4,3,3,No
31,Universitario,Backend,Semi-Senior,10,Presencial,Plazo fijo,9885579,4,Si,4,2,4,3,4,5,4,No
32,Posgrado,Fullstack,Semi-Senior,16,Hibrido,Plazo fijo,12912084,2,Si,3,2,5,4,3,3,3,Si
33,Universitario,Frontend,Semi-Senior,4,Hibrido,Plazo fijo,7692019,14,No,4,0,2,3,3,2,4,No
42,Posgrado,Fullstack,Semi-Senior,101,Hibrido,Indefinido,10644393,12,No,4,3,3,4,4,2,2,No
28,Universitario,Data,Junior,6,Hibrido,Eventual,5940352,13,No,3,2,2,4,2,4,5,No
25,Tecnico,Frontend,Junior,4,Remoto,Indefinido,6409042,10,No,5,1,4,4,5,3,3,No
21,Universitario,DevOps,Junior,6,Presencial,Indefinido,6377330,14,No,4,2,3,4,2,2,3,No
25,Universitario,Fullstack,Junior,36,Presencial,Indefinido,6926934,1,Si,2,2,2,4,5,4,4,No
29,Universitario,Mobile,Junior,14,Presencial,Indefinido,5387766,4,Si,4,3,3,3,2,3,2,No
40,Tecnico,Backend,Lead,21,Hibrido,Eventual,25101068,9,Si,4,2,5,2,3,2,3,Si
26,Tecnico,Frontend,Semi-Senior,1,Presencial,Indefinido,7555134,8,No,3,2,3,5,3,5,5,No
31,Posgrado,Frontend,Semi-Senior,1,Remoto,Plazo fijo,12054379,10,Si,3,2,3,5,2,4,2,Si
29,Universitario,Frontend,Senior,15,Hibrido,Indefinido,18269056,2,No,5,2,5,3,4,2,4,No
37,Posgrado,Backend,Lead,41,Hibrido,Indefinido,19147036,0,No,3,0,3,4,4,5,2,Si
45,Universitario,Mobile,Semi-Senior,52,Hibrido,Eventual,12529423,19,Si,1,1,2,3,3,3,4,No
26,Universitario,QA,Senior,3,Presencial,Plazo fijo,12048278,6,Si,5,3,4,3,3,4,2,Si
27,Universitario,DevOps,Junior,19,Presencial,Indefinido,7341179,1,No,3,4,4,3,3,4,4,No
36,Universitario,Mobile,Junior,59,Hibrido,Indefinido,4623182,12,Si,3,1,3,5,4,3,3,No
34,Universitario,Frontend,Semi-Senior,12,Hibrido,Indefinido,11242895,19,No,3,3,3,5,3,3,3,No
41,Universitario,Backend,Semi-Senior,43,Presencial,Indefinido,12217975,1,No,4,4,2,5,3,2,2,No
33,Secundaria,Backend,Senior,4,Presencial,Plazo fijo,19472714,13,No,5,2,2,4,3,2,1,No
27,Universitario,Backend,Junior,66,Remoto,Plazo fijo,6150882,21,No,2,1,3,3,1,4,2,Si
33,Universitario,Fullstack,Junior,34,Presencial,Indefinido,6959150,22,No,5,1,3,4,2,2,2,Si
36,Posgrado,Fullstack,Semi-Senior,69,Remoto,Eventual,9025216,19,No,5,5,3,1,3,4,1,Si
34,Posgrado,Backend,Junior,28,Remoto,Indefinido,4664486,6,Si,4,2,3,4,3,2,3,No
33,Universitario,Backend,Semi-Senior,11,Hibrido,Indefinido,8693696,3,No,4,1,3,4,4,3,5,Si
36,Universitario,QA,Senior,67,Presencial,Indefinido,14846556,0,Si,4,0,2,4,4,4,5,No
37,Universitario,DevOps,Senior,8,Presencial,Plazo fijo,17259225,0,Si,3,1,3,5,4,2,2,No
38,Universitario,Backend,Senior,10,Remoto,Indefinido,11735062,4,Si,3,1,4,2,5,3,3,Si
33,Posgrado,QA,Senior,29,Hibrido,Indefinido,11727468,4,No,4,2,3,5,5,3,4,No
28,Universitario,Data,Semi-Senior,35,Remoto,Indefinido,9064618,1,Si,2,2,2,3,4,1,2,No
30,Universitario,Backend,Senior,64,Remoto,Indefinido,14454707,4,Si,3,0,5,5,4,4,4,No
37,Tecnico,Backend,Semi-Senior,6,Remoto,Plazo fijo,9815845,1,No,3,0,4,4,3,4,4,No
25,Universitario,Fullstack,Junior,39,Presencial,Indefinido,6115328,15,No,5,7,3,5,2,4,1,Si
32,Universitario,Data,Trainee,33,Presencial,Indefinido,3898886,2,No,3,0,4,4,4,5,1,No
27,Posgrado,QA,Junior,2,Remoto,Plazo fijo,5178283,7,No,4,4,4,4,3,2,3,Si
30,Universitario,Frontend,Semi-Senior,12,Presencial,Eventual,12358942,5,No,3,1,3,5,2,1,4,No
37,Universitario,Backend,Semi-Senior,8,Presencial,Eventual,10076511,0,No,3,3,3,3,3,2,2,No
31,Posgrado,Fullstack,Senior,9,Remoto,Indefinido,17284179,22,Si,4,1,3,4,2,3,1,No
30,Tecnico,Fullstack,Junior,98,Hibrido,Indefinido,6969750,5,No,3,3,4,3,5,3,3,No
21,Universitario,Backend,Junior,25,Remoto,Indefinido,7219824,3,No,3,1,4,3,4,1,4,No
34,Secundaria,QA,Lead,31,Remoto,Indefinido,27257315,1,Si,3,3,1,4,3,1,3,No
33,Universitario,Mobile,Junior,91,Presencial,Eventual,7298658,3,No,3,0,5,4,4,5,3,No
42,Posgrado,QA,Semi-Senior,12,Remoto,Indefinido,8424241,0,Si,4,2,3,5,4,3,4,No
28,Universitario,QA,Semi-Senior,39,Hibrido,Indefinido,7902810,3,No,3,2,5,3,3,3,2,Si
31,Posgrado,DevOps,Semi-Senior,14,Hibrido,Indefinido,11459118,6,Si,5,1,4,3,2,4,2,No
31,Universitario,Fullstack,Junior,49,Hibrido,Indefinido,5847239,16,No,4,3,4,5,4,5,3,Si
39,Posgrado,Mobile,Trainee,5,Presencial,Plazo fijo,4617376,9,No,2,2,3,3,2,4,4,No
29,Universitario,Frontend,Junior,71,Hibrido,Indefinido,5475315,0,No,4,0,5,3,3,4,3,No
31,Posgrado,Mobile,Semi-Senior,6,Presencial,Indefinido,11380268,1,No,3,3,3,5,3,3,5,No
33,Secundaria,Frontend,Semi-Senior,10,Hibrido,Indefinido,10695611,4,Si,4,1,3,4,3,3,4,No
31,Posgrado,Mobile,Junior,34,Hibrido,Indefinido,5736855,1,Si,3,4,3,5,3,4,3,No
27,Universitario,Backend,Semi-Senior,13,Remoto,Indefinido,8046094,0,Si,2,1,3,3,4,2,2,No
31,Universitario,Frontend,Senior,23,Remoto,Plazo fijo,14392389,13,No,3,1,3,3,1,3,4,Si
36,Posgrado,Frontend,Trainee,15,Presencial,Indefinido,4213088,0,No,2,3,4,2,5,3,4,No
23,Universitario,Frontend,Semi-Senior,33,Hibrido,Plazo fijo,10416502,14,Si,4,2,4,3,3,3,3,No
30,Posgrado,Mobile,Senior,7,Hibrido,Eventual,19351870,1,Si,4,2,4,3,4,4,3,No
25,Tecnico,DevOps,Junior,2,Presencial,Eventual,7906028,29,No,3,1,3,4,3,3,4,Si
37,Universitario,Fullstack,Junior,9,Remoto,Eventual,5788220,7,Si,5,3,4,3,3,3,5,No
20,Universitario,Frontend,Semi-Senior,16,Remoto,Indefinido,7754108,10,No,3,1,4,3,2,4,4,No
26,Tecnico,Frontend,Senior,5,Presencial,Indefinido,17225175,0,Si,3,1,3,5,4,3,4,No
32,Universitario,Frontend,Senior,11,Hibrido,Indefinido,12001622,15,No,3,3,4,1,3,2,4,No
39,Secundaria,Frontend,Semi-Senior,13,Presencial,Eventual,10246319,14,Si,5,4,4,4,4,3,4,No
29,Universitario,QA,Senior,2,Hibrido,Eventual,12636617,8,No,5,2,4,2,4,2,3,Si
26,Universitario,Backend,Semi-Senior,22,Presencial,Eventual,12746357,5,No,2,1,4,3,3,2,4,No
41,Universitario,Backend,Semi-Senior,52,Remoto,Indefinido,10730536,10,Si,3,1,5,5,3,3,3,No
21,Universitario,Frontend,Semi-Senior,4,Remoto,Eventual,9363304,0,No,3,2,4,3,4,2,4,Si
20,Universitario,Backend,Junior,22,Hibrido,Indefinido,6966704,7,No,3,2,3,5,4,5,3,No
32,Universitario,Fullstack,Senior,27,Hibrido,Indefinido,19750519,15,No,3,0,2,4,4,3,2,No
26,Secundaria,Mobile,Semi-Senior,14,Remoto,Indefinido,8046251,3,No,3,1,3,3,4,4,3,Si
23,Posgrado,Backend,Semi-Senior,29,Hibrido,Indefinido,7285356,0,Si,4,1,3,4,4,1,2,No
34,Posgrado,Frontend,Lead,13,Presencial,Indefinido,24912813,4,No,5,1,4,4,3,2,3,No
31,Universitario,Backend,Trainee,17,Hibrido,Indefinido,3906185,10,No,2,1,5,4,3,3,4,No
26,Universitario,Backend,Junior,1,Remoto,Indefinido,5668694,0,No,3,2,2,3,3,4,3,No
22,Posgrado,Backend,Trainee,29,Hibrido,Plazo fijo,4787282,1,No,4,2,2,2,1,2,4,No
35,Tecnico,Data,Senior,26,Remoto,Eventual,17563484,1,Si,2,1,3,3,3,2,4,Si
33,Tecnico,Mobile,Senior,1,Remoto,Plazo fijo,19505089,12,No,4,2,3,5,3,4,4,No
29,Universitario,Fullstack,Semi-Senior,12,Remoto,Indefinido,11262563,0,No,4,2,3,3,3,3,2,No
41,Universitario,Fullstack,Semi-Senior,93,Remoto,Plazo fijo,10275654,9,Si,4,1,3,3,3,2,4,No
23,Secundaria,Fullstack,Semi-Senior,14,Presencial,Eventual,10674777,3,No,4,1,2,4,3,4,3,Si
20,Universitario,Fullstack,Senior,17,Hibrido,Indefinido,17233550,11,No,3,3,4,4,2,2,3,No
25,Posgrado,Mobile,Semi-Senior,58,Remoto,Indefinido,9113527,26,Si,3,3,3,2,1,3,3,No
29,Posgrado,Mobile,Semi-Senior,31,Remoto,Indefinido,12137026,0,Si,3,3,5,3,4,3,5,Si
31,Universitario,Frontend,Lead,21,Hibrido,Indefinido,24598821,3,No,4,1,4,5,3,3,2,No
28,Tecnico,Fullstack,Junior,39,Presencial,Plazo fijo,6699806,13,Si,5,4,5,3,2,4,3,No
32,Posgrado,Fullstack,Junior,48,Remoto,Eventual,7416559,2,Si,4,3,3,5,4,4,4,No
22,Universitario,QA,Semi-Senior,15,Remoto,Indefinido,12925313,1,Si,3,4,3,5,3,2,3,No
38,Tecnico,Mobile,Lead,16,Presencial,Plazo fijo,19395102,13,Si,4,1,5,3,3,3,3,No
29,Tecnico,Fullstack,Semi-Senior,12,Hibrido,Eventual,9242019,34,No,5,0,3,3,1,3,1,Si
36,Posgrado,Frontend,Trainee,82,Presencial,Eventual,3062999,6,No,4,4,2,4,3,4,3,Si
32,Universitario,Mobile,Semi-Senior,29,Hibrido,Indefinido,7312051,2,No,4,1,2,2,3,2,4,Si
32,Posgrado,Frontend,Semi-Senior,3,Presencial,Eventual,9791004,4,No,4,1,5,3,3,4,4,Si
33,Posgrado,Backend,Junior,48,Hibrido,Indefinido,7016779,1,No,2,4,3,4,5,3,3,Si
32,Universitario,Frontend,Semi-Senior,16,Hibrido,Indefinido,10297334,11,Si,3,3,4,3,1,3,3,No
33,Universitario,Mobile,Lead,2,Hibrido,Indefinido,21262748,11,No,3,1,3,4,4,3,2,No
37,Universitario,Backend,Semi-Senior,20,Remoto,Indefinido,10568125,16,Si,4,0,3,3,2,5,4,No
31,Universitario,Backend,Semi-Senior,13,Remoto,Plazo fijo,9641436,0,Si,4,3,3,3,4,2,3,No
34,Universitario,QA,Semi-Senior,51,Presencial,Indefinido,8776025,6,No,3,2,4,4,4,5,3,No
29,Universitario,Backend,Junior,6,Presencial,Indefinido,5654258,1,No,3,1,2,5,4,4,3,No
38,Universitario,Fullstack,Senior,43,Remoto,Indefinido,13442905,3,No,2,1,4,3,2,4,3,No
25,Posgrado,Fullstack,Semi-Senior,20,Presencial,Plazo fijo,7990170,12,No,3,2,5,2,3,2,4,No
40,Universitario,Frontend,Semi-Senior,2,Remoto,Indefinido,8733341,1,No,3,1,4,3,5,5,3,No
29,Universitario,DevOps,Semi-Senior,86,Remoto,Plazo fijo,8412210,8,No,3,2,5,4,3,3,1,No
21,Universitario,Frontend,Semi-Senior,18,Hibrido,Indefinido,12796098,8,No,4,1,2,3,3,4,3,No
30,Universitario,Fullstack,Semi-Senior,9,Remoto,Indefinido,10163257,24,Si,4,3,1,5,2,3,3,No
25,Universitario,Fullstack,Trainee,16,Presencial,Indefinido,3577834,11,Si,3,4,4,3,3,2,2,No
35,Universitario,Mobile,Senior,47,Hibrido,Indefinido,14415814,13,No,2,6,3,3,3,4,5,No
26,Universitario,Mobile,Lead,9,Hibrido,Indefinido,21036860,6,No,3,2,4,5,3,5,2,No
27,Tecnico,Backend,Semi-Senior,6,Hibrido,Indefinido,8950256,1,Si,4,2,3,5,3,3,2,Si
20,Universitario,Frontend,Lead,4,Remoto,Eventual,17803528,4,Si,4,2,3,3,2,4,1,No
27,Universitario,DevOps,Junior,9,Presencial,Plazo fijo,7219220,6,Si,3,3,3,4,5,2,5,No
20,Universitario,Fullstack,Semi-Senior,37,Hibrido,Indefinido,10408168,9,No,4,3,3,3,3,3,4,No
20,Posgrado,QA,Semi-Senior,16,Hibrido,Indefinido,12310825,7,No,2,2,3,4,5,2,3,No
34,Universitario,QA,Semi-Senior,7,Remoto,Eventual,11254284,4,No,2,3,2,5,4,2,4,No
34,Universitario,QA,Semi-Senior,5,Hibrido,Indefinido,7843214,2,No,5,3,3,2,4,3,1,Si
32,Universitario,Fullstack,Semi-Senior,10,Hibrido,Indefinido,7165301,1,No,4,3,5,3,3,3,4,No
24,Universitario,Backend,Junior,68,Remoto,Plazo fijo,5120670,9,No,4,0,3,3,3,2,2,No
29,Tecnico,DevOps,Semi-Senior,11,Presencial,Plazo fijo,8102020,8,Si,3,3,3,4,3,2,5,No
